,type,run_times,encoding
0,tsne,0.47000989998923615,yes
1,tsne,0.4686988999892492,yes
2,tsne,0.47364809998543933,yes
3,tsne,0.46800100000109524,yes
4,tsne,0.4716852999990806,yes
5,tsne,0.46121340000536293,yes
6,tsne,0.46650149999186397,yes
7,tsne,0.47373130000778474,yes
8,tsne,0.4637718999874778,yes
9,tsne,0.45566329997382127,yes
10,tsne,0.4632905999897048,yes
11,tsne,0.46656929998425767,yes
12,tsne,0.47024349999264814,yes
13,tsne,0.46772620000410825,yes
14,tsne,0.46339399999124,yes
15,tsne,0.4580252999730874,yes
16,tsne,0.47448490001261234,yes
17,tsne,0.46714459999930114,yes
18,tsne,0.4659969999920577,yes
19,tsne,0.4630361999734305,yes
20,tsne,0.46271039999555796,yes
21,tsne,0.46717960000387393,yes
22,tsne,0.46511170000303537,yes
23,tsne,0.4670975000190083,yes
24,tsne,0.49452219999511726,yes
25,tsne,0.4711000000243075,yes
26,tsne,0.4714094999944791,yes
27,tsne,0.46630229998845607,yes
28,tsne,0.48214020000887103,yes
29,tsne,0.46754820001660846,yes
30,tsne,0.46258940000552684,yes
31,tsne,0.46462590000010096,yes
32,tsne,0.47365410000202246,yes
33,tsne,0.46824459999334067,yes
34,tsne,0.4698369999823626,yes
35,tsne,0.47270519999437965,yes
36,tsne,0.46632609999505803,yes
37,tsne,0.457334799983073,yes
38,tsne,0.46345880001899786,yes
39,tsne,0.46010900000692345,yes
40,tsne,0.46168230002513155,yes
41,tsne,0.4628344999800902,yes
42,tsne,0.46850519999861717,yes
43,tsne,0.46799130001454614,yes
44,tsne,0.47136940000928007,yes
45,tsne,0.469231299997773,yes
46,tsne,0.4672209999989718,yes
47,tsne,0.46423340000910684,yes
48,tsne,0.4553190999722574,yes
49,tsne,0.4611520000034943,yes
50,tsne,0.46357040002476424,yes
51,tsne,0.46651339999516495,yes
52,tsne,0.4613248000096064,yes
53,tsne,0.47320579999359325,yes
54,tsne,0.47243880000314675,yes
55,tsne,0.47491489999811165,yes
56,tsne,0.46793059998890385,yes
57,tsne,0.4817003999778535,yes
58,tsne,0.47201569998287596,yes
59,tsne,0.4637619999994058,yes
60,tsne,0.4670157000073232,yes
61,tsne,0.45954250000067987,yes
62,tsne,0.45715209998888895,yes
63,tsne,0.46793900002376176,yes
64,tsne,0.4658083000103943,yes
65,tsne,0.46309579999069683,yes
66,tsne,0.46555190000799485,yes
67,tsne,0.46786050000810064,yes
68,tsne,0.4841164000099525,yes
69,tsne,0.46261800001957454,yes
70,tsne,0.4585205999901518,yes
71,tsne,0.4629013999947347,yes
72,tsne,0.47304110002005473,yes
73,tsne,0.463327700010268,yes
74,tsne,0.4655217000108678,yes
75,tsne,0.4673492999863811,yes
76,tsne,0.4750087999855168,yes
77,tsne,0.4682409999950323,yes
78,tsne,0.4720217999711167,yes
79,tsne,0.4604828000010457,yes
80,tsne,0.4711338000197429,yes
81,tsne,0.46403509998344816,yes
82,tsne,0.4574799999827519,yes
83,tsne,0.4590205000131391,yes
84,tsne,0.46270129998447374,yes
85,tsne,0.46589229998062365,yes
86,tsne,0.4757194999838248,yes
87,tsne,0.4761207999836188,yes
88,tsne,0.4666080999886617,yes
89,tsne,0.47077400001580827,yes
90,tsne,0.4680369999841787,yes
91,tsne,0.4716665000014473,yes
92,tsne,0.4648248000012245,yes
93,tsne,0.4643934000050649,yes
94,tsne,0.4616855000203941,yes
95,tsne,0.45833789999596775,yes
96,tsne,0.4636564999818802,yes
97,tsne,0.4676642999984324,yes
98,tsne,0.46880929998587817,yes
99,tsne,0.46331890000146814,yes
100,tsne,0.5889174999902025,no
101,tsne,0.600652799999807,no
102,tsne,0.5857247000094503,no
103,tsne,0.581093199987663,no
104,tsne,0.5850897999771405,no
105,tsne,0.5934743999969214,no
106,tsne,0.5952140000008512,no
107,tsne,0.5918515000084881,no
108,tsne,0.5974850000056904,no
109,tsne,0.6031139999977313,no
110,tsne,0.6069668999989517,no
111,tsne,0.6083083999983501,no
112,tsne,0.6143011999956798,no
113,tsne,0.6096937000111211,no
114,tsne,0.6108385999978054,no
115,tsne,0.6109941000177059,no
116,tsne,0.6167791000043508,no
117,tsne,0.6063055000267923,no
118,tsne,0.6122344000032172,no
119,tsne,0.6216758000082336,no
120,tsne,0.5874142000102438,no
121,tsne,0.5944304000004195,no
122,tsne,0.5939960000105202,no
123,tsne,0.5946210999973118,no
124,tsne,0.5973310999979731,no
125,tsne,0.5835843999811914,no
126,tsne,0.5800544999947306,no
127,tsne,0.5848288999986835,no
128,tsne,0.5858795999956783,no
129,tsne,0.5838535000220872,no
130,tsne,0.5859080000082031,no
131,tsne,0.5921637999999803,no
132,tsne,0.5888951999950223,no
133,tsne,0.5865857000171673,no
134,tsne,0.5862187999882735,no
135,tsne,0.5855613999883644,no
136,tsne,0.5849563000083435,no
137,tsne,0.5786203000170644,no
138,tsne,0.5863661000039428,no
139,tsne,0.5999987000250258,no
140,tsne,0.5896180999989156,no
141,tsne,0.5923083999950904,no
142,tsne,0.587836899998365,no
143,tsne,0.5872287999955006,no
144,tsne,0.5818487000069581,no
145,tsne,0.5903230000112671,no
146,tsne,0.5870105000212789,no
147,tsne,0.5851177000149619,no
148,tsne,0.5940957000129856,no
149,tsne,0.597189599997364,no
150,tsne,0.5890263000037521,no
151,tsne,0.5914036000031047,no
152,tsne,0.5904661000240594,no
153,tsne,0.5815770000044722,no
154,tsne,0.5864849000063259,no
155,tsne,0.6130363999982364,no
156,tsne,0.5923334999824874,no
157,tsne,0.602960099990014,no
