,type,run_times,encoding
0,tsne,2.99227359998622,yes
1,tsne,3.0587643000180833,yes
2,tsne,3.037569900014205,yes
3,tsne,3.0268156000238378,yes
4,tsne,3.015865599998506,yes
5,tsne,3.0396781000017654,yes
6,tsne,3.0129388999775983,yes
7,tsne,3.044070700008888,yes
8,tsne,3.0280134999775328,yes
9,tsne,3.048325499985367,yes
10,tsne,3.036151100008283,yes
11,tsne,3.0231666000036057,yes
12,tsne,3.0177276999747846,yes
13,tsne,3.030149500002153,yes
14,tsne,3.0115967000019737,yes
15,tsne,3.0330138000135776,yes
16,tsne,3.003683999995701,yes
17,tsne,3.0188598000095226,yes
18,tsne,3.0799692000146024,yes
19,tsne,3.0254893000237644,yes
20,tsne,3.0980827000166755,yes
21,tsne,3.0248554999998305,yes
22,tsne,3.0222212999942712,yes
23,tsne,3.0337273000041023,yes
24,tsne,3.0092000999720767,yes
25,tsne,3.0503479999897536,yes
26,tsne,3.0353860000032,yes
27,tsne,3.024406899989117,yes
28,tsne,3.0333748999983072,yes
29,tsne,3.04834400000982,yes
30,tsne,3.028499700012617,yes
31,tsne,3.0231621999992058,yes
32,tsne,3.0037934000138193,yes
33,tsne,3.0255264000152238,yes
34,tsne,3.041325500002131,yes
35,tsne,3.043516100005945,yes
36,tsne,3.017607700021472,yes
37,tsne,3.017222499998752,yes
38,tsne,3.0283737999852747,yes
39,tsne,3.01689259998966,yes
40,tsne,3.088379699998768,yes
41,tsne,3.109210800001165,yes
42,tsne,3.0625023000175133,yes
43,tsne,3.0912222000188194,yes
44,tsne,3.0778704000113066,yes
45,tsne,3.0823883999837562,yes
46,tsne,3.0922137000015937,yes
47,tsne,3.0715095999767072,yes
48,tsne,3.0936481000098865,yes
49,tsne,3.1289043000142556,yes
50,tsne,3.07530090000364,yes
51,tsne,3.1016284999786876,yes
52,tsne,3.0664432999910787,yes
53,tsne,3.0887957000231836,yes
54,tsne,3.0783674999838695,yes
55,tsne,3.0740129000041634,yes
56,tsne,3.090192699979525,yes
57,tsne,3.079011599998921,yes
58,tsne,3.1312890999834053,yes
59,tsne,3.0862619999970775,yes
60,tsne,3.059479600022314,yes
61,tsne,3.0856282000022475,yes
62,tsne,3.07845780000207,yes
63,tsne,3.067776900017634,yes
64,tsne,3.173208299995167,yes
65,tsne,3.100617699994473,yes
66,tsne,3.082358799991198,yes
67,tsne,3.0955319999775384,yes
68,tsne,3.065471100009745,yes
69,tsne,3.1286439999821596,yes
70,tsne,3.0792359999904875,yes
71,tsne,3.060376899986295,yes
72,tsne,3.090682999987621,yes
73,tsne,3.065489400003571,yes
74,tsne,3.089123700017808,yes
75,tsne,3.0889333999948576,yes
76,tsne,3.0545667000114918,yes
77,tsne,3.089531799982069,yes
78,tsne,3.0910004999896046,yes
79,tsne,3.0736555000185035,yes
80,tsne,3.0881019000080414,yes
81,tsne,3.058171199983917,yes
82,tsne,3.0873791000049096,yes
83,tsne,3.0936194000241812,yes
84,tsne,3.0735896000114735,yes
85,tsne,3.0908837000024505,yes
86,tsne,3.061334199999692,yes
87,tsne,3.0864757999952417,yes
88,tsne,3.1395258999837097,yes
89,tsne,3.065532799984794,yes
90,tsne,3.1455131999973673,yes
91,tsne,3.5578948999755085,yes
92,tsne,3.7181761000247207,yes
93,tsne,3.425904300005641,yes
94,tsne,3.370539199997438,yes
95,tsne,3.382509299990488,yes
96,tsne,3.426292599993758,yes
97,tsne,3.436685299995588,yes
98,tsne,3.598514299985254,yes
99,tsne,3.6857660000096075,yes
100,tsne,4.645013499975903,no
101,tsne,4.522668599995086,no
102,tsne,4.532891500013648,no
103,tsne,4.5051096999959555,no
104,tsne,4.534059600002365,no
105,tsne,4.511372699984349,no
106,tsne,4.492410600010771,no
107,tsne,4.494442600000184,no
108,tsne,4.5429853000096045,no
109,tsne,4.499655799998436,no
110,tsne,4.522905600024387,no
111,tsne,4.535530799999833,no
112,tsne,4.55213980001281,no
113,tsne,4.526132200000575,no
114,tsne,4.523205000004964,no
115,tsne,4.519824900024105,no
116,tsne,4.52757490001386,no
117,tsne,4.491443099977914,no
118,tsne,4.557165899983374,no
119,tsne,4.513587099994766,no
120,tsne,4.499195400014287,no
121,tsne,4.499848100007512,no
122,tsne,4.601096500002313,no
123,tsne,4.632600700017065,no
124,tsne,4.749862199998461,no
125,tsne,5.2386755000043195,no
126,tsne,5.522631299973,no
127,tsne,5.394169200008037,no
128,tsne,5.557942499988712,no
129,tsne,5.499591700005112,no
130,tsne,5.571731000003638,no
131,tsne,5.543869400018593,no
132,tsne,5.260333299986087,no
133,tsne,5.504206100013107,no
134,tsne,5.501864300022135,no
135,tsne,5.59762490002322,no
136,tsne,5.661091999994824,no
137,tsne,5.676637600001413,no
138,tsne,5.8255648000049405,no
139,tsne,5.6286925000022165,no
140,tsne,5.733919299993431,no
141,tsne,5.615724000002956,no
142,tsne,5.629069000016898,no
143,tsne,5.569334900006652,no
144,tsne,5.684418100019684,no
145,tsne,5.788099400000647,no
146,tsne,5.706727599987062,no
147,tsne,5.704303100006655,no
148,tsne,5.76944169998751,no
149,tsne,5.789250200003153,no
150,tsne,5.75604619999649,no
151,tsne,5.746680500014918,no
152,tsne,5.721122299990384,no
153,tsne,5.682673999981489,no
154,tsne,5.691084999998566,no
155,tsne,5.623540400003549,no
156,tsne,5.605013399996096,no
157,tsne,5.632287299988093,no
158,tsne,5.61321839998709,no
159,tsne,5.613839700003155,no
160,tsne,5.693498699984048,no
161,tsne,5.672294099989813,no
162,tsne,5.677724299981492,no
163,tsne,5.68573070000275,no
164,tsne,5.569780099991476,no
165,tsne,5.617671699990751,no
166,tsne,5.503703099995619,no
167,tsne,5.152437600016128,no
168,tsne,5.64378489999217,no
169,tsne,5.656939899985446,no
170,tsne,5.51722510001855,no
171,tsne,5.469846399995731,no
172,tsne,4.95350839997991,no
173,tsne,4.961409499985166,no
174,tsne,4.903096599999117,no
175,tsne,4.91053940000711,no
176,tsne,4.904754899995169,no
177,tsne,4.9213560999778565,no
178,tsne,4.90569559999858,no
179,tsne,4.962127400009194,no
180,tsne,5.183259500015993,no
181,tsne,4.947782999981428,no
182,tsne,4.900837499997579,no
183,tsne,4.924127600010252,no
184,tsne,5.045841599989217,no
185,tsne,4.944694799982244,no
186,tsne,4.951783299999079,no
187,tsne,4.951946699991822,no
188,tsne,4.894006000016816,no
189,tsne,4.928647799999453,no
190,tsne,4.954374099994311,no
191,tsne,4.919062300003134,no
192,tsne,4.930426799983252,no
193,tsne,4.970647300011478,no
194,tsne,4.936824300006265,no
195,tsne,4.884009800007334,no
196,tsne,4.906639399996493,no
197,tsne,4.955036400002427,no
198,tsne,4.949611000018194,no
199,tsne,4.89883109999937,no
200,umap,2.983263000001898,yes
201,umap,2.815932999976212,yes
202,umap,2.8179080999980215,yes
203,umap,2.9145642000075895,yes
204,umap,2.7414399000117555,yes
205,umap,2.99218679999467,yes
206,umap,2.7543903999903705,yes
207,umap,2.934622400003718,yes
208,umap,2.810709700017469,yes
209,umap,2.8181863999925554,yes
210,umap,2.898231900006067,yes
211,umap,2.7916762999957427,yes
212,umap,2.9240963000047486,yes
213,umap,2.8005897999973968,yes
214,umap,2.836278000002494,yes
215,umap,2.8570010000257753,yes
216,umap,2.801646800013259,yes
217,umap,2.988035599992145,yes
218,umap,2.754590800002916,yes
219,umap,2.920076800015522,yes
220,umap,2.88059109999449,yes
221,umap,2.8535955999977887,yes
222,umap,2.9510468000080436,yes
223,umap,2.7860299999883864,yes
224,umap,2.957172199996421,yes
225,umap,2.8325652000203263,yes
226,umap,2.786262199981138,yes
227,umap,3.005143299989868,yes
228,umap,2.7664501999970526,yes
229,umap,2.9674662000034004,yes
230,umap,2.732448299997486,yes
231,umap,2.9185302999976557,yes
232,umap,2.8339748999860603,yes
233,umap,2.8192842999997083,yes
234,umap,2.916009700013092,yes
235,umap,2.774435800005449,yes
236,umap,2.919598099979339,yes
237,umap,2.820786500000395,yes
238,umap,2.8440081999870017,yes
239,umap,2.904013899998972,yes
240,umap,2.7583675000059884,yes
241,umap,2.977535199985141,yes
242,umap,2.7486387999961153,yes
243,umap,2.9178937999822665,yes
244,umap,2.822802300011972,yes
245,umap,2.8313362000044435,yes
246,umap,2.9093489999941085,yes
247,umap,2.7741824999975506,yes
248,umap,2.912568999978248,yes
249,umap,2.8167592999816407,yes
250,umap,2.8154458999924827,yes
251,umap,2.878339799994137,yes
252,umap,2.760703799984185,yes
253,umap,2.961738999991212,yes
254,umap,2.7187771999742836,yes
255,umap,2.915844900009688,yes
256,umap,2.8135199999960605,yes
257,umap,2.823982400004752,yes
258,umap,2.8895898000046145,yes
259,umap,2.7915718000149354,yes
260,umap,2.910323399992194,yes
261,umap,2.812428799981717,yes
262,umap,2.837698499992257,yes
263,umap,2.8818070999986958,yes
264,umap,2.7450602000171784,yes
265,umap,2.955292200000258,yes
266,umap,2.7217303000215907,yes
267,umap,2.9644561000168324,yes
268,umap,2.7890181000111625,yes
269,umap,2.869127699988894,yes
270,umap,2.8957468000007793,yes
271,umap,2.7874518999888096,yes
272,umap,2.953097399993567,yes
273,umap,2.794979800004512,yes
274,umap,2.855632799997693,yes
275,umap,2.909712300024694,yes
276,umap,2.7546651999873575,yes
277,umap,2.958990899991477,yes
278,umap,2.782131499989191,yes
279,umap,2.8868845000106376,yes
280,umap,2.880726000003051,yes
281,umap,2.7903285999782383,yes
282,umap,2.953120099991793,yes
283,umap,2.7876671999983955,yes
284,umap,2.9169487000035588,yes
285,umap,2.8500046000117436,yes
286,umap,2.7799262999906205,yes
287,umap,2.917915800004266,yes
288,umap,2.735345300025074,yes
289,umap,3.0032681000011507,yes
290,umap,2.7357038000191096,yes
291,umap,2.8980375999817625,yes
292,umap,2.91968910000287,yes
293,umap,2.832372699980624,yes
294,umap,2.9209726999979466,yes
295,umap,2.770992900012061,yes
296,umap,2.8938939000072423,yes
297,umap,2.8553216000145767,yes
298,umap,2.8228536999959033,yes
299,umap,2.9083842000109144,yes
300,umap,3.333636099996511,no
301,umap,3.429956800013315,no
302,umap,3.418905200000154,no
303,umap,3.319708900002297,no
304,umap,3.3533817999996245,no
305,umap,3.5160765000036918,no
306,umap,3.2859403000038583,no
307,umap,3.3515618999954313,no
308,umap,3.4493619999848306,no
309,umap,3.3499833999958355,no
310,umap,3.3213653000129852,no
311,umap,3.4822841999994125,no
312,umap,3.3454507999995258,no
313,umap,3.3097567000077106,no
314,umap,3.4272984999988694,no
315,umap,3.4273186000064015,no
316,umap,3.2860191999934614,no
317,umap,3.441397800022969,no
318,umap,3.471159099979559,no
319,umap,3.303993999987142,no
320,umap,3.3675079999957234,no
321,umap,3.4903338000003714,no
322,umap,3.323082199989585,no
323,umap,3.3210980000148993,no
324,umap,3.459224499994889,no
325,umap,3.367619900003774,no
326,umap,3.2923860999871977,no
327,umap,3.4970828000223264,no
328,umap,3.384663700009696,no
329,umap,3.3241125000058673,no
330,umap,3.431633900007,no
331,umap,3.444697200000519,no
332,umap,3.270334600005299,no
333,umap,3.412610700004734,no
334,umap,3.4310603000049014,no
335,umap,3.290822599985404,no
336,umap,3.337314200005494,no
337,umap,3.4709590999991633,no
338,umap,3.2927005999954417,no
339,umap,3.3641130000178237,no
340,umap,3.4792465000064112,no
341,umap,3.391535600007046,no
342,umap,3.292311700002756,no
343,umap,3.51160319999326,no
344,umap,3.362862400012091,no
345,umap,3.283048899989808,no
346,umap,3.3431378999957815,no
347,umap,3.425909600016894,no
348,umap,3.2630620999843813,no
349,umap,3.4073291999811772,no
350,umap,3.416841900005238,no
351,umap,3.3179911999905016,no
352,umap,3.346038099989528,no
353,umap,3.4626987999945413,no
354,umap,3.29696320000221,no
355,umap,3.3621807000017725,no
356,umap,3.463805899984436,no
357,umap,3.381251999991946,no
358,umap,3.296199600008549,no
359,umap,3.494262099993648,no
360,umap,3.385732700000517,no
361,umap,3.3572620999766514,no
362,umap,3.411107100022491,no
363,umap,3.440470200002892,no
364,umap,3.2579033999936655,no
365,umap,3.411337800003821,no
366,umap,3.4406282999843825,no
367,umap,3.307873899990227,no
368,umap,3.3342271000146866,no
369,umap,3.5395876999828033,no
370,umap,3.3289790999842808,no
371,umap,3.384772899997188,no
372,umap,3.479620199999772,no
373,umap,3.4484600000141654,no
374,umap,3.3355355999956373,no
375,umap,3.5108109999855515,no
376,umap,3.441540100000566,no
377,umap,3.3241829000180587,no
378,umap,3.3802955000137445,no
379,umap,3.477550199982943,no
380,umap,3.268466100009391,no
381,umap,3.3733560999971814,no
382,umap,3.4560210999916308,no
383,umap,3.315456999989692,no
384,umap,3.301247700001113,no
385,umap,3.490168599993922,no
386,umap,3.3488676999986637,no
387,umap,3.3168952999985777,no
388,umap,3.4520517000055406,no
389,umap,3.453205199999502,no
390,umap,3.287535300012678,no
391,umap,3.428579700004775,no
392,umap,3.420488200004911,no
393,umap,3.325188499991782,no
394,umap,3.3685145000054035,no
395,umap,3.468599699990591,no
396,umap,3.300656599982176,no
397,umap,3.3527527000114787,no
398,umap,3.6505736999970395,no
399,umap,3.4276753999874927,no
400,mde,0.9968219000147656,yes
401,mde,1.0763690999883693,yes
402,mde,0.9860653000068851,yes
403,mde,1.0379862999834586,yes
404,mde,0.9874614000145812,yes
405,mde,1.0101167999964673,yes
406,mde,0.9892695999878924,yes
407,mde,1.0159262999950442,yes
408,mde,0.988691899983678,yes
409,mde,1.004436600022018,yes
410,mde,0.9736215999873821,yes
411,mde,0.9914523999905214,yes
412,mde,0.9609073000028729,yes
413,mde,1.0018232000002172,yes
414,mde,0.9833681999880355,yes
415,mde,0.9924078000185546,yes
416,mde,0.9948473999975249,yes
417,mde,1.0300899999856483,yes
418,mde,0.9939160000067204,yes
419,mde,1.0196537000010721,yes
420,mde,0.9620408000191674,yes
421,mde,1.2358136999828275,yes
422,mde,1.0203270000056364,yes
423,mde,1.0588987999944948,yes
424,mde,1.0007030999986455,yes
425,mde,1.0511382000113372,yes
426,mde,1.273003799986327,yes
427,mde,1.014107299997704,yes
428,mde,1.004150299995672,yes
429,mde,1.001992399978917,yes
430,mde,1.4268466000212356,yes
431,mde,0.9880858999968041,yes
432,mde,1.0539492999960203,yes
433,mde,1.030440800008364,yes
434,mde,0.9537588999955915,yes
435,mde,0.9978759000077844,yes
436,mde,1.077828799985582,yes
437,mde,0.9955920000211336,yes
438,mde,1.0041824999789242,yes
439,mde,0.9399844999716152,yes
440,mde,0.9544416999851819,yes
441,mde,0.9855695000151172,yes
442,mde,1.019613299984485,yes
443,mde,0.9950747000111733,yes
444,mde,0.983227100019576,yes
445,mde,0.9716932000010274,yes
446,mde,0.9719199999817647,yes
447,mde,0.9928930000169203,yes
448,mde,1.0068406999926083,yes
449,mde,1.0677021000010427,yes
450,mde,0.9978922000154853,yes
451,mde,0.9804998000035994,yes
452,mde,1.0041218999831472,yes
453,mde,1.0230079000175465,yes
454,mde,0.9730018999835011,yes
455,mde,0.9570041999977548,yes
456,mde,0.9530957999813836,yes
457,mde,1.0136319000157528,yes
458,mde,1.0255784000037238,yes
459,mde,0.9724502000026405,yes
460,mde,1.1114927000016905,yes
461,mde,0.9837029000045732,yes
462,mde,1.0393537000054494,yes
463,mde,1.0011640999873634,yes
464,mde,0.9697464999917429,yes
465,mde,0.9581431999977212,yes
466,mde,1.0122290000144858,yes
467,mde,1.0126315999950748,yes
468,mde,0.9870912999904249,yes
469,mde,0.9611325000005309,yes
470,mde,0.9696113000100013,yes
471,mde,0.974035899998853,yes
472,mde,1.0402686000161339,yes
473,mde,1.0068978999915998,yes
474,mde,0.9716448000108358,yes
475,mde,0.9852460999973118,yes
476,mde,0.9671421000093687,yes
477,mde,1.0057949000038207,yes
478,mde,1.002267900010338,yes
479,mde,1.0171676999889314,yes
480,mde,0.9756483999954071,yes
481,mde,0.990363700024318,yes
482,mde,1.0401427999895532,yes
483,mde,1.0294626000104472,yes
484,mde,0.9698398000036832,yes
485,mde,0.9624520000070333,yes
486,mde,0.9640881000086665,yes
487,mde,1.0249672000063583,yes
488,mde,1.0399716999963857,yes
489,mde,0.9612073999887798,yes
490,mde,0.9642276999948081,yes
491,mde,0.9480044999800157,yes
492,mde,0.9716333000105806,yes
493,mde,1.022828599991044,yes
494,mde,0.9563919999927748,yes
495,mde,0.9987596999853849,yes
496,mde,0.9625371000147425,yes
497,mde,1.0089470999955665,yes
498,mde,0.9793485999980476,yes
499,mde,1.0196790999907535,yes
500,mde,1.4510603999951854,no
501,mde,1.5233703999838326,no
502,mde,1.4443459000030998,no
503,mde,1.611342300020624,no
504,mde,1.4669689000002109,no
505,mde,1.4272685000032652,no
506,mde,1.430109699984314,no
507,mde,1.4249323999974877,no
508,mde,1.4577424000017345,no
509,mde,1.4624502999940887,no
510,mde,1.561448599997675,no
511,mde,1.4361950000165962,no
512,mde,1.4523740999866277,no
513,mde,1.3411447000107728,no
514,mde,1.5392328999878373,no
515,mde,1.4710004000226036,no
516,mde,1.4044594999868423,no
517,mde,1.411117900017416,no
518,mde,1.497705500019947,no
519,mde,1.3977802000008523,no
520,mde,1.6292736000032164,no
521,mde,1.470571799989557,no
522,mde,1.5048740000056569,no
523,mde,1.4159492999897338,no
524,mde,1.418521600018721,no
525,mde,1.3735032999829855,no
526,mde,1.3992636000039056,no
527,mde,1.3809681000129785,no
528,mde,1.4026740999834146,no
529,mde,1.544179799995618,no
530,mde,1.4245991999923717,no
531,mde,1.4518307000107598,no
532,mde,1.4143013999855611,no
533,mde,1.3946989999967627,no
534,mde,1.4301650999987032,no
535,mde,1.4744782999914605,no
536,mde,1.9412877000286244,no
537,mde,1.4147238999721594,no
538,mde,1.4636923000216484,no
539,mde,1.4955112999887206,no
540,mde,1.5039248999964911,no
541,mde,1.6856382999976631,no
542,mde,1.4535821999888867,no
543,mde,1.5028416000131983,no
544,mde,1.4991882999893278,no
545,mde,1.4746754000079818,no
546,mde,1.357912799983751,no
547,mde,1.4681699000066146,no
548,mde,1.5005551000067499,no
549,mde,1.4015731000108644,no
550,mde,1.4536231000092812,no
551,mde,1.5092866999912076,no
552,mde,1.5529890999896452,no
553,mde,1.4332125000073574,no
554,mde,1.4134876000171062,no
555,mde,1.5539871999935713,no
556,mde,1.4294241000025067,no
557,mde,1.4371720000053756,no
558,mde,1.4234165999805555,no
559,mde,1.494517100014491,no
560,mde,1.4616382999811321,no
561,mde,1.3497178999823518,no
562,mde,1.4517788000230212,no
563,mde,1.4842072000028566,no
564,mde,1.3223694000043906,no
565,mde,1.5683305000129621,no
566,mde,1.4323576999886427,no
567,mde,1.5595546000113245,no
568,mde,1.5502818999812007,no
569,mde,1.4415594000020064,no
570,mde,1.5348231999960262,no
571,mde,1.4784650999936275,no
572,mde,1.446964900009334,no
573,mde,1.601301999995485,no
574,mde,1.3872472000075504,no
575,mde,1.4471261999860872,no
576,mde,1.4052770000125747,no
577,mde,1.417864599992754,no
578,mde,1.7061863999988418,no
579,mde,1.5163109000131954,no
580,mde,1.5865187000017613,no
581,mde,1.457647300005192,no
582,mde,1.5169737999967765,no
583,mde,1.4763507999887224,no
584,mde,1.4274890000233427,no
585,mde,1.4628501999832224,no
586,mde,1.374779400008265,no
587,mde,1.416719800006831,no
588,mde,1.437654899986228,no
589,mde,1.5920794999983627,no
590,mde,1.4525947000074666,no
591,mde,1.4446280999982264,no
592,mde,1.4824196000117809,no
593,mde,1.5487538000161294,no
594,mde,1.6467082999879494,no
595,mde,1.3931776999961585,no
596,mde,1.4181787999987137,no
597,mde,1.4346021999954246,no
598,mde,1.4445727999845985,no
599,mde,1.3316064999962691,no
