,type,run_times,encoding
461,mde,6.489021299988963,yes
462,mde,6.283230100001674,yes
463,mde,6.557898099999875,yes
464,mde,6.5148373000265565,yes
465,mde,6.45293679999304,yes
466,mde,6.51012979997904,yes
467,mde,6.393656500003999,yes
468,mde,6.595950599992648,yes
469,mde,6.600656599999638,yes
470,mde,6.398778800008586,yes
471,mde,6.576553599996259,yes
472,mde,6.342319699993823,yes
473,mde,6.4879173999943305,yes
474,mde,6.6098551000177395,yes
475,mde,6.448469299997669,yes
476,mde,6.432781599985901,yes
477,mde,6.472062300017569,yes
478,mde,6.355182900006184,yes
479,mde,6.254474599991227,yes
480,mde,6.480398299987428,yes
481,mde,6.577634699991904,yes
482,mde,6.364449299988337,yes
483,mde,6.28526159998728,yes
484,mde,6.512510500004282,yes
485,mde,6.476499699987471,yes
486,mde,6.602934900001856,yes
487,mde,6.448304100020323,yes
488,mde,6.549446200020611,yes
489,mde,6.527199099975405,yes
490,mde,6.559304199996404,yes
491,mde,6.526019699987955,yes
492,mde,6.404269799997564,yes
493,mde,6.32419509999454,yes
494,mde,6.652395600016462,yes
495,mde,6.535811799985822,yes
496,mde,6.340626499993959,yes
497,mde,6.451286099996651,yes
498,mde,6.65325160001521,yes
499,mde,6.486143099988112,yes
500,mde,11.381314099999145,no
501,mde,12.745859200018458,no
502,mde,11.904839800001355,no
503,mde,11.681956399988849,no
504,mde,11.111181799991755,no
505,mde,11.696218500001123,no
506,mde,11.005741900007706,no
507,mde,11.596692700026324,no
508,mde,11.383596500003478,no
509,mde,11.57081589999143,no
510,mde,11.335120500007179,no
511,mde,11.821216400014237,no
512,mde,11.642102400015574,no
513,mde,11.377118900010828,no
514,mde,11.91492089998792,no
515,mde,11.301164999982575,no
516,mde,11.162167600006796,no
517,mde,11.227486399991903,no
518,mde,11.911722899996676,no
519,mde,11.357804400002351,no
520,mde,11.360037499980535,no
521,mde,11.463420500018401,no
522,mde,11.754561000008835,no
523,mde,11.706502999993972,no
524,mde,11.350142699986463,no
525,mde,11.134694299980765,no
526,mde,11.186461000004783,no
527,mde,11.24870500000543,no
528,mde,11.417916400008835,no
529,mde,11.517525700008264,no
530,mde,11.385426599998027,no
531,mde,11.657443999982206,no
532,mde,11.401390899991384,no
533,mde,11.264475400006631,no
534,mde,11.979422499978682,no
535,mde,11.77759340000921,no
536,mde,11.303788099990925,no
537,mde,11.72535359999165,no
538,mde,11.15500170001178,no
539,mde,11.237821600021562,no
540,mde,11.641820299992105,no
541,mde,11.663613100012299,no
542,mde,11.46966109998175,no
543,mde,11.451981099991826,no
544,mde,11.846511300012935,no
545,mde,11.376212200004375,no
546,mde,11.284558299987111,no
547,mde,11.447793100000126,no
548,mde,11.390327600005548,no
549,mde,11.89196819998324,no
550,mde,11.598429700010456,no
551,mde,11.319303799973568,no
552,mde,11.584819700015942,no
553,mde,11.206547500012675,no
554,mde,12.135035699990112,no
555,mde,11.737499899987597,no
556,mde,11.269658500008518,no
557,mde,11.472470700013218,no
558,mde,11.286328699992737,no
559,mde,11.032165500015253,no
560,mde,11.538692500005709,no
561,mde,11.168960499984678,no
562,mde,11.667377999983728,no
563,mde,11.660381299996516,no
564,mde,11.364013599988539,no
565,mde,11.404702700005146,no
566,mde,11.51402830000734,no
567,mde,11.843358399986755,no
568,mde,11.552565999998478,no
569,mde,11.57079149998026,no
570,mde,11.610591900011059,no
571,mde,11.345751199987717,no
572,mde,11.725889099994674,no
573,mde,11.356183500000043,no
574,mde,11.171840800001519,no
575,mde,11.526899699994829,no
576,mde,11.25964259999455,no
577,mde,11.338678200001596,no
578,mde,11.325909200008027,no
579,mde,11.521793899999466,no
580,mde,11.231639900011942,no
581,mde,11.576213699998334,no
582,mde,11.346962600015104,no
583,mde,11.236412199999904,no
584,mde,11.245346200012136,no
585,mde,11.146657399978722,no
586,mde,11.50266910000937,no
587,mde,11.896307500021067,no
588,mde,11.425416600017343,no
589,mde,11.631993699993473,no
590,mde,11.48267090000445,no
591,mde,11.39092969999183,no
592,mde,11.470088000001851,no
593,mde,11.981387900013942,no
594,mde,10.9539788000111,no
595,mde,11.34304819998215,no
596,mde,11.451463400007924,no
597,mde,11.306015599984676,no
598,mde,11.43963090001489,no
599,mde,11.391901499999221,no
